"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Thu Jul 11 17:29:46 GMT 2024","Thu Jul 11 17:29:47 GMT 2024","295","Suite","Test","crudOperaion.JsonClass","crudOperaion.JsonClass","test_put","test_put",""
"passed","Thu Jul 11 17:29:45 GMT 2024","Thu Jul 11 17:29:46 GMT 2024","293","Suite","Test","crudOperaion.PutPatchDelete","crudOperaion.PutPatchDelete","test_patch","test_patch",""
"passed","Thu Jul 11 17:29:42 GMT 2024","Thu Jul 11 17:29:45 GMT 2024","2578","Suite","Test","crudOperaion.GetCallWithAssertion","crudOperaion.GetCallWithAssertion","test_get","test_get",""
"passed","Thu Jul 11 17:29:47 GMT 2024","Thu Jul 11 17:29:47 GMT 2024","88","Suite","Test","crudOperaion.GetMethod","crudOperaion.GetMethod","test_3","test_3",""
"passed","Thu Jul 11 17:29:47 GMT 2024","Thu Jul 11 17:29:47 GMT 2024","277","Suite","Test","crudOperaion.GetMethod","crudOperaion.GetMethod","test_Post","test_Post",""
"passed","Thu Jul 11 17:29:46 GMT 2024","Thu Jul 11 17:29:46 GMT 2024","570","Suite","Test","crudOperaion.JsonSchemaValidator","crudOperaion.JsonSchemaValidator","test_schemaValidator","test_schemaValidator",""
"passed","Thu Jul 11 17:29:47 GMT 2024","Thu Jul 11 17:29:47 GMT 2024","236","Suite","Test","crudOperaion.GetMethod","crudOperaion.GetMethod","test_header","test_header",""
"passed","Thu Jul 11 17:29:47 GMT 2024","Thu Jul 11 17:29:47 GMT 2024","42","Suite","Test","crudOperaion.GetMethod","crudOperaion.GetMethod","test_2","test_2",""
"passed","Thu Jul 11 17:29:47 GMT 2024","Thu Jul 11 17:29:47 GMT 2024","48","Suite","Test","crudOperaion.GetMethod","crudOperaion.GetMethod","getMethod","getMethod",""
"passed","Thu Jul 11 17:29:45 GMT 2024","Thu Jul 11 17:29:45 GMT 2024","1","Suite","Test","crudOperaion.PropertiesFileReader","crudOperaion.PropertiesFileReader","ReadpropertiesFile","ReadpropertiesFile",""
"passed","Thu Jul 11 17:29:45 GMT 2024","Thu Jul 11 17:29:45 GMT 2024","152","Suite","Test","crudOperaion.ReqSpec_ResSpec","crudOperaion.ReqSpec_ResSpec","test_3","test_3",""
"passed","Thu Jul 11 17:29:46 GMT 2024","Thu Jul 11 17:29:46 GMT 2024","74","Suite","Test","crudOperaion.JsonSchemaValidator","crudOperaion.JsonSchemaValidator","test_schemaValidator2","test_schemaValidator2",""
"passed","Thu Jul 11 17:29:45 GMT 2024","Thu Jul 11 17:29:45 GMT 2024","259","Suite","Test","crudOperaion.PutPatchDelete","crudOperaion.PutPatchDelete","test_delete","test_delete",""
"passed","Thu Jul 11 17:29:47 GMT 2024","Thu Jul 11 17:29:47 GMT 2024","0","Suite","Test","crudOperaion.CsvReader","crudOperaion.CsvReader","readCsv","readCsv",""
"passed","Thu Jul 11 17:29:46 GMT 2024","Thu Jul 11 17:29:46 GMT 2024","247","Suite","Test","crudOperaion.PutPatchDelete","crudOperaion.PutPatchDelete","test_put","test_put",""
