"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Wed Aug 07 18:14:39 GMT 2024","Wed Aug 07 18:14:39 GMT 2024","1","Suite","Test","crudOperaion.PropertiesFileReader","crudOperaion.PropertiesFileReader","ReadpropertiesFile","ReadpropertiesFile",""
"passed","Wed Aug 07 18:14:42 GMT 2024","Wed Aug 07 18:14:42 GMT 2024","0","Suite","Test","crudOperaion.CsvReader","crudOperaion.CsvReader","readCsv","readCsv",""
"passed","Wed Aug 07 18:14:41 GMT 2024","Wed Aug 07 18:14:41 GMT 2024","647","Suite","Test","crudOperaion.JsonSchemaValidator","crudOperaion.JsonSchemaValidator","test_schemaValidator","test_schemaValidator",""
"passed","Wed Aug 07 18:14:40 GMT 2024","Wed Aug 07 18:14:41 GMT 2024","362","Suite","Test","crudOperaion.PutPatchDelete","crudOperaion.PutPatchDelete","test_put","test_put",""
"passed","Wed Aug 07 18:14:42 GMT 2024","Wed Aug 07 18:14:42 GMT 2024","90","Suite","Test","crudOperaion.GetMethod","crudOperaion.GetMethod","test_3","test_3",""
"passed","Wed Aug 07 18:14:39 GMT 2024","Wed Aug 07 18:14:39 GMT 2024","118","Suite","Test","crudOperaion.ReqSpec_ResSpec","crudOperaion.ReqSpec_ResSpec","test_3","test_3",""
"passed","Wed Aug 07 18:14:42 GMT 2024","Wed Aug 07 18:14:42 GMT 2024","363","Suite","Test","crudOperaion.GetMethod","crudOperaion.GetMethod","test_Post","test_Post",""
"passed","Wed Aug 07 18:14:42 GMT 2024","Wed Aug 07 18:14:42 GMT 2024","37","Suite","Test","crudOperaion.GetMethod","crudOperaion.GetMethod","test_2","test_2",""
"passed","Wed Aug 07 18:14:40 GMT 2024","Wed Aug 07 18:14:40 GMT 2024","360","Suite","Test","crudOperaion.PutPatchDelete","crudOperaion.PutPatchDelete","test_patch","test_patch",""
"passed","Wed Aug 07 18:14:37 GMT 2024","Wed Aug 07 18:14:39 GMT 2024","2384","Suite","Test","crudOperaion.GetCallWithAssertion","crudOperaion.GetCallWithAssertion","test_get","test_get",""
"passed","Wed Aug 07 18:14:39 GMT 2024","Wed Aug 07 18:14:40 GMT 2024","380","Suite","Test","crudOperaion.PutPatchDelete","crudOperaion.PutPatchDelete","test_delete","test_delete",""
"passed","Wed Aug 07 18:14:43 GMT 2024","Wed Aug 07 18:14:43 GMT 2024","117","Suite","Test","crudOperaion.WiremockTest","crudOperaion.WiremockTest","dynamicResponseTest","dynamicResponseTest",""
"passed","Wed Aug 07 18:14:41 GMT 2024","Wed Aug 07 18:14:42 GMT 2024","372","Suite","Test","crudOperaion.JsonClass","crudOperaion.JsonClass","test_put","test_put",""
"passed","Wed Aug 07 18:14:42 GMT 2024","Wed Aug 07 18:14:42 GMT 2024","334","Suite","Test","crudOperaion.GetMethod","crudOperaion.GetMethod","test_header","test_header",""
"passed","Wed Aug 07 18:14:41 GMT 2024","Wed Aug 07 18:14:41 GMT 2024","71","Suite","Test","crudOperaion.JsonSchemaValidator","crudOperaion.JsonSchemaValidator","test_schemaValidator2","test_schemaValidator2",""
"passed","Wed Aug 07 18:14:42 GMT 2024","Wed Aug 07 18:14:42 GMT 2024","37","Suite","Test","crudOperaion.GetMethod","crudOperaion.GetMethod","getMethod","getMethod",""
"passed","Wed Aug 07 18:14:43 GMT 2024","Wed Aug 07 18:14:43 GMT 2024","9","Suite","Test","crudOperaion.WiremockTest","crudOperaion.WiremockTest","mockTest","mockTest",""
