"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Fri Aug 02 19:08:11 GMT 2024","Fri Aug 02 19:08:11 GMT 2024","43","Suite","Test","crudOperaion.GetMethod","crudOperaion.GetMethod","getMethod","getMethod",""
"passed","Fri Aug 02 19:08:12 GMT 2024","Fri Aug 02 19:08:12 GMT 2024","261","Suite","Test","crudOperaion.GetMethod","crudOperaion.GetMethod","test_header","test_header",""
"passed","Fri Aug 02 19:08:11 GMT 2024","Fri Aug 02 19:08:11 GMT 2024","96","Suite","Test","crudOperaion.JsonSchemaValidator","crudOperaion.JsonSchemaValidator","test_schemaValidator2","test_schemaValidator2",""
"passed","Fri Aug 02 19:08:12 GMT 2024","Fri Aug 02 19:08:12 GMT 2024","84","Suite","Test","crudOperaion.GetMethod","crudOperaion.GetMethod","test_3","test_3",""
"passed","Fri Aug 02 19:08:10 GMT 2024","Fri Aug 02 19:08:11 GMT 2024","261","Suite","Test","crudOperaion.PutPatchDelete","crudOperaion.PutPatchDelete","test_put","test_put",""
"passed","Fri Aug 02 19:08:12 GMT 2024","Fri Aug 02 19:08:12 GMT 2024","1","Suite","Test","crudOperaion.CsvReader","crudOperaion.CsvReader","readCsv","readCsv",""
"passed","Fri Aug 02 19:08:10 GMT 2024","Fri Aug 02 19:08:10 GMT 2024","268","Suite","Test","crudOperaion.PutPatchDelete","crudOperaion.PutPatchDelete","test_delete","test_delete",""
"passed","Fri Aug 02 19:08:10 GMT 2024","Fri Aug 02 19:08:10 GMT 2024","130","Suite","Test","crudOperaion.ReqSpec_ResSpec","crudOperaion.ReqSpec_ResSpec","test_3","test_3",""
"passed","Fri Aug 02 19:08:11 GMT 2024","Fri Aug 02 19:08:11 GMT 2024","497","Suite","Test","crudOperaion.JsonSchemaValidator","crudOperaion.JsonSchemaValidator","test_schemaValidator","test_schemaValidator",""
"passed","Fri Aug 02 19:08:10 GMT 2024","Fri Aug 02 19:08:10 GMT 2024","272","Suite","Test","crudOperaion.PutPatchDelete","crudOperaion.PutPatchDelete","test_patch","test_patch",""
"passed","Fri Aug 02 19:08:12 GMT 2024","Fri Aug 02 19:08:12 GMT 2024","270","Suite","Test","crudOperaion.GetMethod","crudOperaion.GetMethod","test_Post","test_Post",""
"passed","Fri Aug 02 19:08:10 GMT 2024","Fri Aug 02 19:08:10 GMT 2024","0","Suite","Test","crudOperaion.PropertiesFileReader","crudOperaion.PropertiesFileReader","ReadpropertiesFile","ReadpropertiesFile",""
"passed","Fri Aug 02 19:08:11 GMT 2024","Fri Aug 02 19:08:11 GMT 2024","292","Suite","Test","crudOperaion.JsonClass","crudOperaion.JsonClass","test_put","test_put",""
"passed","Fri Aug 02 19:08:06 GMT 2024","Fri Aug 02 19:08:10 GMT 2024","3033","Suite","Test","crudOperaion.GetCallWithAssertion","crudOperaion.GetCallWithAssertion","test_get","test_get",""
"passed","Fri Aug 02 19:08:11 GMT 2024","Fri Aug 02 19:08:12 GMT 2024","39","Suite","Test","crudOperaion.GetMethod","crudOperaion.GetMethod","test_2","test_2",""
"passed","Fri Aug 02 19:08:13 GMT 2024","Fri Aug 02 19:08:13 GMT 2024","24","Suite","Test","crudOperaion.WiremockTest","crudOperaion.WiremockTest","mockTest","mockTest",""
